207.109.29.70,01/Jul/1995:01:28:39,01/Jul/1995:01:33:39
219.182.65.99,18/Jul/1995:00:17:55,18/Jul/1995:00:22:55
211.131.57.18,18/Jul/1995:01:59:27,18/Jul/1995:02:04:27
220.237.99.27,18/Jul/1995:02:09:14,18/Jul/1995:02:14:14
219.167.15.57,18/Jul/1995:02:20:41,18/Jul/1995:02:25:41
209.222.73.96,18/Jul/1995:02:32:08,18/Jul/1995:02:37:08
223.108.17.89,18/Jul/1995:03:17:10,18/Jul/1995:03:22:10
221.214.70.53,18/Jul/1995:03:30:26,18/Jul/1995:03:35:26
209.247.65.79,18/Jul/1995:03:51:18,18/Jul/1995:03:56:18
212.150.59.78,18/Jul/1995:04:46:32,18/Jul/1995:04:51:32
220.212.41.58,18/Jul/1995:04:50:49,18/Jul/1995:04:55:49
207.286.52.61,18/Jul/1995:05:18:19,18/Jul/1995:05:23:19
213.126.39.88,18/Jul/1995:05:41:19,18/Jul/1995:05:46:19
220.123.36.77,18/Jul/1995:06:00:09,18/Jul/1995:06:05:09
217.250.85.22,18/Jul/1995:06:26:03,18/Jul/1995:06:31:03
210.293.99.32,18/Jul/1995:07:41:11,18/Jul/1995:07:46:11
217.131.14.82,18/Jul/1995:07:51:18,18/Jul/1995:07:56:18
216.259.51.77,18/Jul/1995:08:25:26,18/Jul/1995:08:30:26
213.117.29.41,18/Jul/1995:08:33:52,18/Jul/1995:08:38:52
216.150.53.52,18/Jul/1995:08:47:39,18/Jul/1995:08:52:39
210.203.74.40,18/Jul/1995:09:11:37,18/Jul/1995:09:16:37
221.217.59.65,18/Jul/1995:09:51:38,18/Jul/1995:09:56:38
216.228.39.77,18/Jul/1995:10:17:43,18/Jul/1995:10:22:43
207.155.50.76,18/Jul/1995:10:36:10,18/Jul/1995:10:41:10
211.251.36.78,18/Jul/1995:10:43:31,18/Jul/1995:10:48:31
210.288.76.90,18/Jul/1995:14:02:49,18/Jul/1995:14:07:49
211.229.76.68,18/Jul/1995:17:01:33,18/Jul/1995:17:06:33
207.295.62.41,18/Jul/1995:17:51:28,18/Jul/1995:17:56:28
210.196.70.94,18/Jul/1995:18:28:19,18/Jul/1995:18:33:19
220.131.69.90,18/Jul/1995:19:46:07,18/Jul/1995:19:51:07
223.274.47.31,18/Jul/1995:21:22:04,18/Jul/1995:21:27:04
213.256.74.16,18/Jul/1995:22:07:37,18/Jul/1995:22:12:37
220.280.38.41,18/Jul/1995:22:14:32,18/Jul/1995:22:19:32
208.204.31.69,18/Jul/1995:22:17:12,18/Jul/1995:22:22:12
222.159.50.56,18/Jul/1995:22:22:07,18/Jul/1995:22:27:07
223.168.84.77,18/Jul/1995:22:35:15,18/Jul/1995:22:40:15
207.170.72.55,18/Jul/1995:22:41:35,18/Jul/1995:22:46:35
210.272.19.23,18/Jul/1995:23:50:15,18/Jul/1995:23:55:15
215.300.80.94,19/Jul/1995:00:30:26,19/Jul/1995:00:35:26
214.168.56.60,19/Jul/1995:01:20:07,19/Jul/1995:01:25:07
209.215.49.68,19/Jul/1995:01:22:38,19/Jul/1995:01:27:38
215.205.90.11,19/Jul/1995:01:34:09,19/Jul/1995:01:39:09
209.234.59.27,19/Jul/1995:02:50:21,19/Jul/1995:02:55:21
217.198.74.12,19/Jul/1995:02:51:40,19/Jul/1995:02:56:40
210.211.43.69,19/Jul/1995:03:06:22,19/Jul/1995:03:11:22
209.114.39.53,19/Jul/1995:03:19:08,19/Jul/1995:03:24:08
207.204.25.80,19/Jul/1995:04:10:24,19/Jul/1995:04:15:24
223.285.92.98,19/Jul/1995:04:17:25,19/Jul/1995:04:22:25
210.270.71.49,19/Jul/1995:04:44:44,19/Jul/1995:04:49:44
218.242.18.48,19/Jul/1995:05:08:48,19/Jul/1995:05:13:48
221.217.36.95,19/Jul/1995:05:20:24,19/Jul/1995:05:25:24
216.257.35.21,19/Jul/1995:05:29:51,19/Jul/1995:05:34:51
214.123.13.91,19/Jul/1995:06:01:29,19/Jul/1995:06:06:29
209.187.89.70,19/Jul/1995:06:05:20,19/Jul/1995:06:10:20
211.182.88.28,19/Jul/1995:06:10:10,19/Jul/1995:06:15:10
207.147.10.73,19/Jul/1995:06:15:09,19/Jul/1995:06:20:09
213.147.80.39,19/Jul/1995:06:28:20,19/Jul/1995:06:33:20
207.118.95.72,19/Jul/1995:06:34:43,19/Jul/1995:06:39:43
221.242.22.91,19/Jul/1995:07:06:41,19/Jul/1995:07:11:41
222.167.27.14,19/Jul/1995:07:21:08,19/Jul/1995:07:26:08
209.143.75.79,19/Jul/1995:07:50:16,19/Jul/1995:07:55:16
209.142.60.30,19/Jul/1995:07:59:08,19/Jul/1995:08:04:08
219.207.70.40,19/Jul/1995:08:43:07,19/Jul/1995:08:48:07
223.161.95.86,19/Jul/1995:17:13:41,19/Jul/1995:17:18:41
209.288.54.31,19/Jul/1995:17:38:09,19/Jul/1995:17:43:09
212.278.65.44,19/Jul/1995:19:00:41,19/Jul/1995:19:05:41
208.174.83.82,19/Jul/1995:19:11:10,19/Jul/1995:19:16:10
209.163.65.56,19/Jul/1995:19:11:15,19/Jul/1995:19:16:15
217.111.63.12,19/Jul/1995:19:52:22,19/Jul/1995:19:57:22
221.181.57.64,19/Jul/1995:20:20:39,19/Jul/1995:20:25:39
213.280.11.25,19/Jul/1995:21:08:48,19/Jul/1995:21:13:48
208.191.24.38,19/Jul/1995:21:17:24,19/Jul/1995:21:22:24
222.123.35.88,19/Jul/1995:21:17:34,19/Jul/1995:21:22:34
218.192.31.96,19/Jul/1995:21:32:12,19/Jul/1995:21:37:12
208.160.76.34,19/Jul/1995:22:40:08,19/Jul/1995:22:45:08
208.148.14.38,19/Jul/1995:23:03:47,19/Jul/1995:23:08:47
210.218.95.22,19/Jul/1995:23:20:29,19/Jul/1995:23:25:29
215.255.63.54,19/Jul/1995:23:26:09,19/Jul/1995:23:31:09
220.174.90.20,19/Jul/1995:23:30:47,19/Jul/1995:23:35:47
215.195.15.26,19/Jul/1995:23:45:12,19/Jul/1995:23:50:12
208.149.86.77,19/Jul/1995:23:59:35,20/Jul/1995:00:04:35
208.232.19.33,20/Jul/1995:00:01:25,20/Jul/1995:00:06:25
209.217.45.77,20/Jul/1995:00:21:45,20/Jul/1995:00:26:45
222.117.43.77,20/Jul/1995:01:02:05,20/Jul/1995:01:07:05
211.261.25.20,20/Jul/1995:01:06:45,20/Jul/1995:01:11:45
212.150.55.29,20/Jul/1995:02:32:52,20/Jul/1995:02:37:52
221.264.24.95,20/Jul/1995:02:40:35,20/Jul/1995:02:45:35
214.138.65.82,20/Jul/1995:02:45:50,20/Jul/1995:02:50:50
220.208.47.11,20/Jul/1995:03:00:30,20/Jul/1995:03:05:30
211.156.16.19,20/Jul/1995:03:05:17,20/Jul/1995:03:10:17
222.270.47.20,20/Jul/1995:03:21:36,20/Jul/1995:03:26:36
210.285.69.47,20/Jul/1995:03:30:15,20/Jul/1995:03:35:15
211.222.75.41,20/Jul/1995:03:46:29,20/Jul/1995:03:51:29
207.200.39.94,20/Jul/1995:03:56:46,20/Jul/1995:04:01:46
217.213.12.40,20/Jul/1995:03:59:50,20/Jul/1995:04:04:50
221.116.22.20,20/Jul/1995:04:02:26,20/Jul/1995:04:07:26
217.222.43.64,20/Jul/1995:04:04:34,20/Jul/1995:04:09:34
220.291.83.82,20/Jul/1995:04:05:23,20/Jul/1995:04:10:23
220.195.86.76,20/Jul/1995:04:07:16,20/Jul/1995:04:12:16
220.188.99.12,20/Jul/1995:04:33:40,20/Jul/1995:04:38:40
223.161.83.69,20/Jul/1995:04:43:39,20/Jul/1995:04:48:39
214.251.34.82,20/Jul/1995:04:57:15,20/Jul/1995:05:02:15
215.196.10.42,20/Jul/1995:05:02:33,20/Jul/1995:05:07:33
212.139.77.97,20/Jul/1995:05:06:35,20/Jul/1995:05:11:35
210.266.18.63,20/Jul/1995:05:09:34,20/Jul/1995:05:14:34
219.166.54.70,20/Jul/1995:05:14:08,20/Jul/1995:05:19:08
219.223.80.90,20/Jul/1995:05:50:30,20/Jul/1995:05:55:30
218.125.20.49,20/Jul/1995:06:08:29,20/Jul/1995:06:13:29
217.112.54.68,20/Jul/1995:06:39:18,20/Jul/1995:06:44:18
207.158.58.37,20/Jul/1995:06:48:12,20/Jul/1995:06:53:12
208.297.28.73,20/Jul/1995:07:08:40,20/Jul/1995:07:13:40
222.181.21.52,20/Jul/1995:07:11:02,20/Jul/1995:07:16:02
216.277.85.26,20/Jul/1995:07:32:14,20/Jul/1995:07:37:14
214.188.17.38,20/Jul/1995:07:32:37,20/Jul/1995:07:37:37
215.158.63.19,20/Jul/1995:07:54:35,20/Jul/1995:07:59:35
218.100.56.23,20/Jul/1995:08:29:31,20/Jul/1995:08:34:31
211.237.55.30,20/Jul/1995:08:44:48,20/Jul/1995:08:49:48
220.105.84.29,20/Jul/1995:09:34:17,20/Jul/1995:09:39:17
207.194.96.60,20/Jul/1995:10:15:47,20/Jul/1995:10:20:47
215.298.41.59,20/Jul/1995:15:56:52,20/Jul/1995:16:01:52
207.111.12.80,20/Jul/1995:18:13:25,20/Jul/1995:18:18:25
216.128.73.96,20/Jul/1995:18:23:33,20/Jul/1995:18:28:33
214.152.85.12,20/Jul/1995:18:24:26,20/Jul/1995:18:29:26
216.113.53.24,20/Jul/1995:18:47:25,20/Jul/1995:18:52:25
218.168.38.52,20/Jul/1995:18:48:23,20/Jul/1995:18:53:23
219.231.91.12,20/Jul/1995:18:50:07,20/Jul/1995:18:55:07
218.115.11.81,20/Jul/1995:18:57:41,20/Jul/1995:19:02:41
214.232.30.94,20/Jul/1995:19:11:39,20/Jul/1995:19:16:39
215.276.23.19,20/Jul/1995:19:17:35,20/Jul/1995:19:22:35
222.274.56.26,20/Jul/1995:19:24:17,20/Jul/1995:19:29:17
213.272.66.89,20/Jul/1995:20:11:24,20/Jul/1995:20:16:24
209.195.67.18,20/Jul/1995:20:13:52,20/Jul/1995:20:18:52
212.245.12.68,20/Jul/1995:20:33:33,20/Jul/1995:20:38:33
215.168.62.93,20/Jul/1995:20:42:16,20/Jul/1995:20:47:16
208.203.66.11,20/Jul/1995:21:53:07,20/Jul/1995:21:58:07
214.222.27.36,20/Jul/1995:22:00:33,20/Jul/1995:22:05:33
222.186.64.75,20/Jul/1995:22:28:19,20/Jul/1995:22:33:19
211.285.18.17,20/Jul/1995:23:17:54,20/Jul/1995:23:22:54
222.150.22.67,21/Jul/1995:01:01:11,21/Jul/1995:01:06:11
223.166.22.97,21/Jul/1995:01:06:26,21/Jul/1995:01:11:26
212.102.76.46,21/Jul/1995:01:21:50,21/Jul/1995:01:26:50
222.197.64.68,21/Jul/1995:01:31:32,21/Jul/1995:01:36:32
208.189.94.61,21/Jul/1995:01:40:46,21/Jul/1995:01:45:46
209.154.72.55,21/Jul/1995:02:02:34,21/Jul/1995:02:07:34
210.299.87.65,21/Jul/1995:02:23:45,21/Jul/1995:02:28:45
222.131.90.78,21/Jul/1995:02:31:32,21/Jul/1995:02:36:32
216.166.74.99,21/Jul/1995:02:43:11,21/Jul/1995:02:48:11
220.245.51.14,21/Jul/1995:03:12:53,21/Jul/1995:03:17:53
223.154.10.65,21/Jul/1995:03:15:25,21/Jul/1995:03:20:25
213.182.97.13,21/Jul/1995:03:19:22,21/Jul/1995:03:24:22
218.264.70.42,21/Jul/1995:03:37:29,21/Jul/1995:03:42:29
213.167.24.20,21/Jul/1995:03:53:11,21/Jul/1995:03:58:11
209.117.46.84,21/Jul/1995:04:06:35,21/Jul/1995:04:11:35
216.226.15.67,21/Jul/1995:04:15:50,21/Jul/1995:04:20:50
221.291.66.90,21/Jul/1995:04:18:35,21/Jul/1995:04:23:35
209.208.29.59,21/Jul/1995:04:19:40,21/Jul/1995:04:24:40
212.284.31.61,21/Jul/1995:04:25:27,21/Jul/1995:04:30:27
210.269.38.39,21/Jul/1995:05:18:53,21/Jul/1995:05:23:53
215.171.90.19,21/Jul/1995:05:21:22,21/Jul/1995:05:26:22
214.287.86.12,21/Jul/1995:05:22:33,21/Jul/1995:05:27:33
212.150.78.61,21/Jul/1995:06:14:41,21/Jul/1995:06:19:41
216.239.46.62,21/Jul/1995:06:28:38,21/Jul/1995:06:33:38
215.255.78.38,21/Jul/1995:06:30:36,21/Jul/1995:06:35:36
222.228.66.80,21/Jul/1995:07:32:02,21/Jul/1995:07:37:02
216.298.70.51,21/Jul/1995:11:23:41,21/Jul/1995:11:28:41
207.199.24.29,21/Jul/1995:15:10:12,21/Jul/1995:15:15:12
210.217.54.34,21/Jul/1995:15:20:09,21/Jul/1995:15:25:09
212.217.95.79,21/Jul/1995:17:01:24,21/Jul/1995:17:06:24
210.269.20.48,21/Jul/1995:17:20:30,21/Jul/1995:17:25:30
207.278.63.55,21/Jul/1995:17:35:18,21/Jul/1995:17:40:18
221.295.44.43,21/Jul/1995:18:40:35,21/Jul/1995:18:45:35
211.183.34.77,21/Jul/1995:18:44:04,21/Jul/1995:18:49:04
209.257.31.74,21/Jul/1995:19:03:19,21/Jul/1995:19:08:19
211.194.34.17,21/Jul/1995:19:26:37,21/Jul/1995:19:31:37
211.283.55.14,21/Jul/1995:19:28:35,21/Jul/1995:19:33:35
218.122.53.12,21/Jul/1995:19:50:25,21/Jul/1995:19:55:25
217.122.56.94,21/Jul/1995:20:17:30,21/Jul/1995:20:22:30
212.175.81.61,21/Jul/1995:20:44:19,21/Jul/1995:20:49:19
213.207.61.97,21/Jul/1995:20:46:42,21/Jul/1995:20:51:42
219.300.72.24,21/Jul/1995:21:15:13,21/Jul/1995:21:20:13
209.233.64.32,21/Jul/1995:21:15:50,21/Jul/1995:21:20:50
211.283.47.54,21/Jul/1995:21:22:20,21/Jul/1995:21:27:20
215.272.36.87,21/Jul/1995:21:23:44,21/Jul/1995:21:28:44
221.102.79.56,21/Jul/1995:21:27:08,21/Jul/1995:21:32:08
220.106.38.74,21/Jul/1995:21:59:30,21/Jul/1995:22:04:30
220.140.25.24,21/Jul/1995:22:18:29,21/Jul/1995:22:23:29
222.120.35.99,21/Jul/1995:22:26:38,21/Jul/1995:22:31:38
211.181.58.90,21/Jul/1995:22:41:43,21/Jul/1995:22:46:43
207.139.48.30,21/Jul/1995:22:46:17,21/Jul/1995:22:51:17
220.295.75.61,22/Jul/1995:00:46:40,22/Jul/1995:00:51:40
219.232.33.37,22/Jul/1995:00:47:16,22/Jul/1995:00:52:16
220.249.62.20,22/Jul/1995:00:53:46,22/Jul/1995:00:58:46
213.185.94.53,22/Jul/1995:01:08:08,22/Jul/1995:01:13:08
209.242.18.55,22/Jul/1995:01:21:17,22/Jul/1995:01:26:17
217.215.31.43,22/Jul/1995:01:49:10,22/Jul/1995:01:54:10
209.161.36.66,22/Jul/1995:02:10:16,22/Jul/1995:02:15:16
209.253.22.16,22/Jul/1995:02:28:05,22/Jul/1995:02:33:05
221.255.72.30,22/Jul/1995:02:34:11,22/Jul/1995:02:39:11
207.155.10.13,22/Jul/1995:02:45:20,22/Jul/1995:02:50:20
216.282.71.85,22/Jul/1995:02:51:28,22/Jul/1995:02:56:28
213.210.81.59,22/Jul/1995:03:00:09,22/Jul/1995:03:05:09
218.266.68.19,22/Jul/1995:03:07:23,22/Jul/1995:03:12:23
207.296.71.83,22/Jul/1995:03:52:26,22/Jul/1995:03:57:26
209.258.18.61,22/Jul/1995:03:53:37,22/Jul/1995:03:58:37
208.285.21.60,22/Jul/1995:04:03:09,22/Jul/1995:04:08:09
215.217.49.42,22/Jul/1995:04:11:46,22/Jul/1995:04:16:46
219.104.41.38,22/Jul/1995:04:16:11,22/Jul/1995:04:21:11
210.295.54.88,22/Jul/1995:04:21:17,22/Jul/1995:04:26:17
212.206.91.38,22/Jul/1995:04:21:28,22/Jul/1995:04:26:28
211.117.42.78,22/Jul/1995:04:30:11,22/Jul/1995:04:35:11
211.257.79.33,22/Jul/1995:04:34:44,22/Jul/1995:04:39:44
212.246.83.79,22/Jul/1995:05:16:16,22/Jul/1995:05:21:16
207.126.89.56,22/Jul/1995:05:17:21,22/Jul/1995:05:22:21
209.205.70.72,22/Jul/1995:05:21:20,22/Jul/1995:05:26:20
220.149.53.55,22/Jul/1995:05:26:07,22/Jul/1995:05:31:07
217.159.37.39,22/Jul/1995:05:29:07,22/Jul/1995:05:34:07
212.261.47.51,22/Jul/1995:05:37:02,22/Jul/1995:05:42:02
211.215.45.69,22/Jul/1995:05:48:38,22/Jul/1995:05:53:38
210.124.35.64,22/Jul/1995:06:02:11,22/Jul/1995:06:07:11
221.195.29.77,22/Jul/1995:06:14:15,22/Jul/1995:06:19:15
215.191.99.41,22/Jul/1995:06:38:24,22/Jul/1995:06:43:24
213.246.15.12,22/Jul/1995:07:29:09,22/Jul/1995:07:34:09
208.159.10.74,22/Jul/1995:08:19:24,22/Jul/1995:08:24:24
222.184.79.57,22/Jul/1995:08:31:30,22/Jul/1995:08:36:30
214.175.36.57,22/Jul/1995:08:39:06,22/Jul/1995:08:44:06
223.255.85.63,22/Jul/1995:08:40:24,22/Jul/1995:08:45:24
208.109.73.49,22/Jul/1995:08:56:34,22/Jul/1995:09:01:34
223.168.31.53,22/Jul/1995:09:03:29,22/Jul/1995:09:08:29
219.171.83.12,22/Jul/1995:09:27:39,22/Jul/1995:09:32:39
217.282.64.27,22/Jul/1995:09:30:44,22/Jul/1995:09:35:44
215.213.10.57,22/Jul/1995:10:05:21,22/Jul/1995:10:10:21
218.140.29.45,22/Jul/1995:10:50:23,22/Jul/1995:10:55:23
213.169.46.27,22/Jul/1995:10:54:19,22/Jul/1995:10:59:19
210.178.87.60,22/Jul/1995:10:54:30,22/Jul/1995:10:59:30
208.179.31.18,22/Jul/1995:11:01:46,22/Jul/1995:11:06:46
221.183.95.95,22/Jul/1995:11:16:36,22/Jul/1995:11:21:36
207.144.31.79,22/Jul/1995:12:24:14,22/Jul/1995:12:29:14
220.252.16.11,22/Jul/1995:12:55:26,22/Jul/1995:13:00:26
223.147.66.59,22/Jul/1995:13:09:11,22/Jul/1995:13:14:11
215.167.58.85,22/Jul/1995:14:01:34,22/Jul/1995:14:06:34
216.292.49.26,22/Jul/1995:14:10:35,22/Jul/1995:14:15:35
212.243.83.69,22/Jul/1995:15:09:44,22/Jul/1995:15:14:44
207.158.41.95,22/Jul/1995:15:36:25,22/Jul/1995:15:41:25
219.110.66.91,22/Jul/1995:16:36:53,22/Jul/1995:16:41:53
214.107.53.41,22/Jul/1995:16:37:21,22/Jul/1995:16:42:21
221.218.33.67,22/Jul/1995:17:00:05,22/Jul/1995:17:05:05
209.194.25.22,22/Jul/1995:17:18:24,22/Jul/1995:17:23:24
213.270.24.20,22/Jul/1995:17:25:39,22/Jul/1995:17:30:39
219.267.26.77,22/Jul/1995:17:54:06,22/Jul/1995:17:59:06
220.175.96.50,22/Jul/1995:18:14:13,22/Jul/1995:18:19:13
208.242.82.44,22/Jul/1995:18:52:37,22/Jul/1995:18:57:37
214.258.84.54,22/Jul/1995:19:52:52,22/Jul/1995:19:57:52
223.249.35.36,22/Jul/1995:20:04:28,22/Jul/1995:20:09:28
210.277.93.18,22/Jul/1995:20:34:13,22/Jul/1995:20:39:13
207.283.80.98,22/Jul/1995:20:35:13,22/Jul/1995:20:40:13
217.196.88.62,22/Jul/1995:20:36:42,22/Jul/1995:20:41:42
211.121.90.27,22/Jul/1995:21:39:14,22/Jul/1995:21:44:14
219.178.26.75,22/Jul/1995:21:49:39,22/Jul/1995:21:54:39
222.115.66.99,22/Jul/1995:22:05:24,22/Jul/1995:22:10:24
222.287.47.52,22/Jul/1995:22:09:25,22/Jul/1995:22:14:25
216.106.96.70,22/Jul/1995:22:42:13,22/Jul/1995:22:47:13
213.264.80.15,22/Jul/1995:22:46:31,22/Jul/1995:22:51:31
215.147.28.56,22/Jul/1995:22:47:19,22/Jul/1995:22:52:19
215.143.91.70,22/Jul/1995:22:47:53,22/Jul/1995:22:52:53
211.175.63.63,22/Jul/1995:23:05:18,22/Jul/1995:23:10:18
222.230.64.10,22/Jul/1995:23:53:44,22/Jul/1995:23:58:44
220.261.22.30,23/Jul/1995:00:18:03,23/Jul/1995:00:23:03
218.278.60.10,23/Jul/1995:00:19:11,23/Jul/1995:00:24:11
221.102.44.66,23/Jul/1995:00:31:16,23/Jul/1995:00:36:16
207.233.13.28,23/Jul/1995:01:15:29,23/Jul/1995:01:20:29
213.165.13.70,23/Jul/1995:01:57:17,23/Jul/1995:02:02:17
210.290.85.52,23/Jul/1995:02:00:52,23/Jul/1995:02:05:52
217.294.58.76,23/Jul/1995:02:19:40,23/Jul/1995:02:24:40
207.175.53.39,23/Jul/1995:02:29:48,23/Jul/1995:02:34:48
210.130.11.47,23/Jul/1995:03:59:49,23/Jul/1995:04:04:49
214.250.94.79,23/Jul/1995:04:05:05,23/Jul/1995:04:10:05
219.157.87.72,23/Jul/1995:04:09:24,23/Jul/1995:04:14:24
212.152.31.56,23/Jul/1995:04:30:13,23/Jul/1995:04:35:13
207.249.77.99,23/Jul/1995:04:36:10,23/Jul/1995:04:41:10
209.188.39.90,23/Jul/1995:04:47:41,23/Jul/1995:04:52:41
208.141.77.11,23/Jul/1995:04:59:17,23/Jul/1995:05:04:17
222.177.73.95,23/Jul/1995:05:25:50,23/Jul/1995:05:30:50
218.107.74.55,23/Jul/1995:05:29:04,23/Jul/1995:05:34:04
223.131.45.83,23/Jul/1995:05:49:29,23/Jul/1995:05:54:29
209.219.47.88,23/Jul/1995:06:51:32,23/Jul/1995:06:56:32
220.203.76.99,23/Jul/1995:07:02:05,23/Jul/1995:07:07:05
208.251.23.77,23/Jul/1995:07:14:39,23/Jul/1995:07:19:39
219.207.15.90,23/Jul/1995:07:20:19,23/Jul/1995:07:25:19
209.143.96.78,23/Jul/1995:07:29:30,23/Jul/1995:07:34:30
215.196.38.89,23/Jul/1995:07:32:26,23/Jul/1995:07:37:26
220.297.55.31,23/Jul/1995:07:33:23,23/Jul/1995:07:38:23
214.251.49.85,23/Jul/1995:07:44:26,23/Jul/1995:07:49:26
207.208.56.89,23/Jul/1995:07:52:10,23/Jul/1995:07:57:10
221.248.25.47,23/Jul/1995:07:52:43,23/Jul/1995:07:57:43
215.118.29.17,23/Jul/1995:07:54:13,23/Jul/1995:07:59:13
211.282.65.80,23/Jul/1995:08:03:04,23/Jul/1995:08:08:04
208.290.47.73,23/Jul/1995:08:03:50,23/Jul/1995:08:08:50
216.290.96.61,23/Jul/1995:08:38:49,23/Jul/1995:08:43:49
209.144.72.61,23/Jul/1995:08:44:15,23/Jul/1995:08:49:15
221.184.80.48,23/Jul/1995:08:51:34,23/Jul/1995:08:56:34
219.205.79.40,23/Jul/1995:09:01:07,23/Jul/1995:09:06:07
218.265.33.47,23/Jul/1995:09:05:03,23/Jul/1995:09:10:03
214.175.71.47,23/Jul/1995:09:07:05,23/Jul/1995:09:12:05
219.202.41.57,23/Jul/1995:09:15:34,23/Jul/1995:09:20:34
222.243.85.88,23/Jul/1995:09:32:23,23/Jul/1995:09:37:23
215.173.99.69,23/Jul/1995:09:44:13,23/Jul/1995:09:49:13
220.170.41.91,23/Jul/1995:09:59:46,23/Jul/1995:10:04:46
213.117.75.32,23/Jul/1995:10:13:08,23/Jul/1995:10:18:08
212.250.72.21,23/Jul/1995:10:25:47,23/Jul/1995:10:30:47
210.198.65.39,23/Jul/1995:10:31:04,23/Jul/1995:10:36:04
210.182.15.81,23/Jul/1995:10:40:49,23/Jul/1995:10:45:49
221.297.27.98,23/Jul/1995:10:50:12,23/Jul/1995:10:55:12
214.235.84.89,23/Jul/1995:10:55:19,23/Jul/1995:11:00:19
219.171.36.53,23/Jul/1995:12:22:33,23/Jul/1995:12:27:33
211.297.69.87,23/Jul/1995:12:30:35,23/Jul/1995:12:35:35
208.243.88.40,23/Jul/1995:12:34:14,23/Jul/1995:12:39:14
208.210.41.92,23/Jul/1995:12:46:46,23/Jul/1995:12:51:46
208.179.75.29,23/Jul/1995:13:13:33,23/Jul/1995:13:18:33
215.270.90.40,23/Jul/1995:13:15:18,23/Jul/1995:13:20:18
221.216.72.83,23/Jul/1995:13:18:14,23/Jul/1995:13:23:14
208.118.74.62,23/Jul/1995:14:25:18,23/Jul/1995:14:30:18
221.191.97.11,23/Jul/1995:14:36:50,23/Jul/1995:14:41:50
216.156.71.10,23/Jul/1995:14:56:24,23/Jul/1995:15:01:24
210.270.65.31,23/Jul/1995:15:04:48,23/Jul/1995:15:09:48
210.198.93.46,23/Jul/1995:15:32:45,23/Jul/1995:15:37:45
221.248.70.42,23/Jul/1995:15:47:39,23/Jul/1995:15:52:39
222.141.95.98,23/Jul/1995:16:09:40,23/Jul/1995:16:14:40
207.157.47.23,23/Jul/1995:17:06:15,23/Jul/1995:17:11:15
218.238.29.23,23/Jul/1995:17:32:05,23/Jul/1995:17:37:05
208.253.16.55,23/Jul/1995:17:35:26,23/Jul/1995:17:40:26
207.179.35.20,23/Jul/1995:17:46:39,23/Jul/1995:17:51:39
223.207.76.50,23/Jul/1995:18:05:07,23/Jul/1995:18:10:07
210.277.61.60,23/Jul/1995:18:06:10,23/Jul/1995:18:11:10
215.213.88.91,23/Jul/1995:18:10:34,23/Jul/1995:18:15:34
215.117.63.36,23/Jul/1995:18:27:32,23/Jul/1995:18:32:32
211.214.19.30,23/Jul/1995:18:47:22,23/Jul/1995:18:52:22
222.298.12.18,23/Jul/1995:19:43:34,23/Jul/1995:19:48:34
222.156.96.52,23/Jul/1995:19:43:50,23/Jul/1995:19:48:50
213.242.31.43,23/Jul/1995:19:48:36,23/Jul/1995:19:53:36
207.297.48.95,23/Jul/1995:23:21:35,23/Jul/1995:23:26:35
222.156.69.83,23/Jul/1995:23:51:20,23/Jul/1995:23:56:20
222.108.46.59,23/Jul/1995:23:54:24,23/Jul/1995:23:59:24
212.120.54.83,24/Jul/1995:00:13:18,24/Jul/1995:00:18:18
209.237.93.86,24/Jul/1995:00:33:08,24/Jul/1995:00:38:08
213.110.47.67,24/Jul/1995:01:00:37,24/Jul/1995:01:05:37
209.254.65.56,24/Jul/1995:01:01:19,24/Jul/1995:01:06:19
212.282.47.64,24/Jul/1995:01:10:39,24/Jul/1995:01:15:39
221.268.64.91,24/Jul/1995:01:21:29,24/Jul/1995:01:26:29
216.149.74.95,24/Jul/1995:01:44:38,24/Jul/1995:01:49:38
222.141.86.73,24/Jul/1995:02:12:09,24/Jul/1995:02:17:09
223.266.41.77,24/Jul/1995:02:27:34,24/Jul/1995:02:32:34
222.278.85.91,24/Jul/1995:02:37:16,24/Jul/1995:02:42:16
221.223.90.27,24/Jul/1995:02:39:18,24/Jul/1995:02:44:18
207.185.39.25,24/Jul/1995:02:41:14,24/Jul/1995:02:46:14
218.237.89.30,24/Jul/1995:02:58:37,24/Jul/1995:03:03:37
219.275.13.60,24/Jul/1995:03:10:27,24/Jul/1995:03:15:27
216.197.54.35,24/Jul/1995:03:17:53,24/Jul/1995:03:22:53
221.224.93.30,24/Jul/1995:03:40:41,24/Jul/1995:03:45:41
209.124.28.29,24/Jul/1995:03:47:14,24/Jul/1995:03:52:14
221.132.36.86,24/Jul/1995:03:53:43,24/Jul/1995:03:58:43
222.286.27.29,24/Jul/1995:04:39:05,24/Jul/1995:04:44:05
223.136.66.19,24/Jul/1995:04:51:47,24/Jul/1995:04:56:47
210.207.35.21,24/Jul/1995:05:00:15,24/Jul/1995:05:05:15
223.210.77.86,24/Jul/1995:05:21:03,24/Jul/1995:05:26:03
219.253.44.22,24/Jul/1995:05:25:20,24/Jul/1995:05:30:20
212.228.80.99,24/Jul/1995:05:28:22,24/Jul/1995:05:33:22
211.116.62.15,24/Jul/1995:05:33:29,24/Jul/1995:05:38:29
221.200.49.78,24/Jul/1995:06:01:09,24/Jul/1995:06:06:09
